recipe_id,recipe_name,Almond flour,Amba (pickled mango sauce),Apples,Applesauce,Artichoke hearts,Baking powder,Baking soda,Bananas,Barley (Pearl),Bay leaves,"Beans (White, Brown, Mixed)","Bell peppers (Red, Green)",Black pepper,Brandy or Arak,Bread / Challah,Breadcrumbs,Brik / Malsouka sheets,Capers,Carrots,Chickpea flour (Besan),Chickpeas,"Chocolate (Dark, Chips)",Cilantro (Fresh/Seeds),Cinnamon,Cocoa powder,Coconut (Desiccated),Coconut cream / milk,Coconut oil,Coffee (Instant),Cornflakes,Couscous (Israeli / Mhamsa),Cumin,Dates (Medjool),Dill,Fennel seeds,"Flour (All-purpose, Bread, Whole Wheat)","Garlic (Fresh, Powder)",Green beans,Green onions (Scallions),Harissa,Hot peppers / Chili,Kohlrabi,"Lemon (Fresh, Juice, Preserved)",Maple syrup,Mushrooms,Mustard (Dijon),Nutritional yeast,"Nuts (Walnuts, Almonds)",Oats / Oatmeal,"Oil (Vegetable, Olive, Canola)",Olives,"Onion (Fresh, Powder)",Orange juice,Oregano,"Paprika (Sweet, Hot)",Parsley,"Pasta (Spaghetti, Vermicelli)",Peanut butter,Peas,"Plant-based milk (Soy, Almond, Oat)",Potatoes,Pudding mix (Vanilla),Pumpkin,Raisins,Ras el hanout,Rice,"Salt (Table, Coarse, Kala Namak)",Seitan (Wheat gluten),Semolina,Sesame seeds,Shawarma seasoning,Silan (Date syrup),Sourdough starter,Soy sauce,Spices (General mix),"Sugar (White, Brown, Powdered, Vanilla)",Swiss chard,Tea biscuits (Petit Beurre),"Tofu (Firm, Silken, Smoked)","Tomato (Fresh, Paste)",Turmeric,TVP (Soy crumbles / curls),Vanilla extract,Vegan butter / Margarine,Vegan chicken/vegetable bouillon,Vegan ground meat / Sausage,Vegan mayonnaise,Vegan tuna,Vegan whipping cream,Wakame seaweed,Water,Wheat berries,White pepper,Wine (Sweet red),Yeast (Dry),Zucchini
078_sfenj,Sfenj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
080_shawarma,Shawarma,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
081_shepherds_pie,Shepherd's Pie,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
082_shlomit_dressing,Shlomit’s Dressing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
083_shmid,Shmid,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
084_pancakes_soly,Soly's Pancakes,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
085_sourdough_bread,Sourdough Bread,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
086_sufganiyot,Sufganiyot,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
087_tbikha_chagim,Tbikha Chagim,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
088_tbikhat_tmatem,Tbikhat Tmatem,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
090_tfina,Tfina,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091_tirshi,Tirshi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
092_wheat_berries,Wheat Berries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
093_yoyo,Yoyo,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
